text,sentiment
 oh ok  well im sendin lots of love ****,1
" nooooooooo....u never call me anymore  lol...but, i`ve been good too...rick ross is in town, might go 2 his show 2nite ;-)",1
 did she tell you why she hasnt? i miss my boge.,-1
_possa Happy Happy Bday Baby Girl. Love Ya!!!! Hope you get EVERYTHING you want,1
 haha i just realised it sounded a lot like stellllaaa lol. anyhoo i got ur facebook msg and will start working soon hopefully,1
 ... sounds like Jeff has the best job in the world!,1
just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!,-1
someone doesn`t feel good...,-1
Good Morning people!!! Have a great day,1
I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....,-1
" 100,000 / 60 = 1667 words/day.  1667 / 10 = 167 words/hour.  167 / 60 = 2.8 words/minute.  No pressure.",1
I love Google`s Mothers day theme  http://tr.im/jtl8,1
_tha lol  congrats!,1
makin tea an its stressin me out,-1
" woah that`s cool  just landed in London about 2 and1/2 hours ago.I LOVE the scenery, beautiful ,",1
 oh jealous. Though you`re missing the fried potato bread,-1
"  How vile are people, they have to remove things that have a value",-1
 you should not be wasting the may bank holiday in the crappy north- you should be down south in brighton where the party`s at,-1
 guess I missed out on more than beer and a good time,-1
watching my favorite tv shows on HULU.com for free,1
" well, as i mother & grandma i am a bit in a kidding mode",1
very very bad headache that is getting worse by the minute not better.,-1
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today.,-1
 but but it was funny when I wrote it,1
 Thanks. Busy as **** is good in my book.,1
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,-1
 Thanks. Appreciate it.,1
Yay my ears match,1
 She`s the ruddy manageress - 2nd bad job from her. I can never find a good place beyond 1 or 2 cuts,-1
wonders if anyone would care if she died tomorrow,-1
 laundry instead of sitting here. that darn laundry keeps mocking me.,-1
Unstable broadband and electricity taking toll on my mental stability.,-1
 grr @ naplan. just finished my commerce & geo exams  good luck (Y),1
nice weather..looks like its going to rain here in #Delhi.,1
that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,-1
an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.,-1
 Oooh you just spoiled my teenage fantasy,-1
"it`s been so nice all day, and now it looks like it`s going to rain...just when i was getting excited about taking photos when i get home",1
" ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",-1
Wondering why it`s so cold - the skylight is open - I left the gas on this morning,-1
 I love my mom tooo,1
i had the best day ever! i missed him. more tomorrow too,1
#thingsmummysaid You need to learn to wash dishes and do laundry because I won`t always be here to do them for you. She was right,1
 ahhh I`m drinking some too!! And bride wars is really good,1
 im missin out on all the fun aww  *cryin* lol,-1
" Thanks, that was gonna be my next tweet...You the man  Figuratively speaking",1
_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,-1
_WOCKEEZ I`m missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,-1
this is absurd ! I feel like a dipping in the pool real quick . its too bad i dont have a poool,-1
Why did everyone seem to leave me this weekend  ....sigh. In bed,-1
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,1
"I`m off to bed. Head just won`t stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D`oro",-1
At the bus stop there`s always a big pile of loogies. So. Gross.,1
 well keep me posted if it comes out fully thanks,1
happy Star Wars day,1
"Thanks all for coming out tonight, hope ya had fun!",1
things are looking better and better! i think i might be quite happy,1
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,-1
one of my cat`s is sick,-1
I can`t find my camera,-1
i think that i`m the only 1 on!!!,1
"I`m the bird with broken wings, she`s the song i love to sing  you know who you are ****",1
 that made me cry  poor hollie ****,-1
really annoyed that work appear to have blocked facebook now...,-1
_ PrintChick thx for sharen LUV IT,1
Ha! I think I really have lost it. Time to get ready for work.,-1
 hell yea its hot here  i miss cali,-1
YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,1
  Thanks Mr. DJ!,1
I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.,-1
" ohh sorry , thats someone else`s pic  my bad",-1
" *hugs* Oh gosh, I`m sorry",-1
"_ YEEEAH :`D lmao, dentists aren`t nice  espesh after they decide your too old for goodie bags with stickers & awesome toothpaste",1
 haha well then maybe u shouldn`t be so weak  hehe jks  ****,1
Biggest food fight/mosh pit ever and i miss it from across the school,-1
I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it`s dead. http://tinyurl.com/mlh4f5,-1
#3wordsaftersex it hurts now,-1
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",1
Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,1
http://twitpic.com/4wi9p - playing with ethan. i love you baby,1
Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,-1
"At every gas station, I look for postcards for   No luck.",-1
  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,1
ahh! big scary bug flying around my room!!!!!,-1
 Happy Anoop Day to you too Monica,1
"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",-1
Happy Mothers May to my Mak   Love you always! XOXO.,1
 i found out that there`s sushi with fake crab meat and it`s not good for you,-1
" meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",-1
   Well....hopefully someday soon you can get one!,1
Under sooooo much stress lately,-1
 me too. ****.,-1
Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,1
 It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,-1
not at all happy...dont know what the reason is,-1
"_fan76 ROFL!  THAT`S my problem, only two hands",-1
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",-1
 I`ve been sat sunbathing in the bombed out church all day and left and missed you,-1
 thanks to follow. have a nice rest,1
 Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,1
" yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",-1
i just saw a bird slowly die right next to me,-1
 hahahaha where is that train? I want on! That should be a wild ride,1
Love the family feud episode with the kardashians tonight,1
I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,1
Hmmm. http://www.djhero.com/ is down,-1
_90 haha agreed  LOL,1
 hello  I`m up late playing on the internet. I love you!,1
crash in Qmbol,-1
http://twitpic.com/4wgoq - The Beach was phenomenal 2day,1
" I forgot that was tonight! Was planning on heading down to the Cask, that might not be such a good idea",-1
Tired.....but can`t go to bed yet.....,-1
 haha no kidding... I listen to them all day long bud,1
" Eat it, it`s good for you",1
happy mothers day  esp to my mommy,1
" I had to look at it 3 times before it sunk in, totally shocked by it  tbh.",-1
i`m done.haha. HOUSE MD marathon ulet,1
" omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",-1
 got ya - that wouldn`t be so bad tho right?,-1
" I feel for you, that sounds like how Kiya was last night  all I can say is get comfy on the couch and enjoy the cuddles!",1
" Yes.  Me too. I can`t understand why they have to do that. I mean, I know it`s all about Hollywood, but this thing is called love.",1
I hve a blister on my pinky nd it hurts soooo much!,-1
"oh happy day!!! nice weather, smiling, happy baby and icecream later",1
headed to the beach with puppy maverick hugs and much aloha,1
 LOL! I had a peek at http://geehall.blogspot.com it`s coming along nicely  I totally understand about leaving the set quiet too.,1
_uk  o2 - train from Bristol to London. It`s terrible - and no wifi,-1
 the DS version sucks,-1
 congratulations i am heart hacker not a computer hacker@,1
I am going to be sooooo busy today it`s not funny. i hate busy day`s,-1
 Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,-1
" the problem is, superstars always deliver huge files! too much energy pixels",-1
I just realised how much i love sundays,1
" Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",1
"a guy called me AD-HD kid earlier today, and that hurts",-1
  meebo.com is a free thing & it doesn`t effect the comp that`s what i use .,1
HAPPY MOTHERS DAY MAMMA,1
Just Decorated Moms Room While She Was Asleep For Mothers Day  She`ll Wake Up To A Banner And Balloons! Woo!,1
 Jealous I wanted see that film,-1
_HK very funny,1
 and its amazing  x,1
I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,-1
 they do indeed  glad to hear everything is good with you. I`m great  life is good,1
Scramming a little early. Nibs sounds pathetic.,-1
 If it`s any consolation I`ve had to abandon the back garden thanks to my super-reflective laptop screen,1
is so sorry for letting her down,-1
 are you serious!? that bloooooows,-1
"DW, that was funny",1
 So happy you came and said hi! Twas very nice to meet you indeed  Thanks so much for coming over and talking to me,1
aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x,-1
ooo my goddddd; vodafone trouble. no network,-1
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",1
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),-1
"does not feel like babysitting. i want to go to the gym. weird, i know. i miss zack",-1
I hate when you cant sleep,-1
" Here`s some healing/sleep energy, sweetie!",1
  That`s alright. Add your egg and maybe some sort of leftover meat and it`s not so bad <3,1
 Sorry bro  That`s rough.,-1
 Excellent then Chiang Mai is definitely a possible next vacation stop! thanks for the info.,1
" GRR. we are only allowed gas grills where i live, it sucks.",-1
 Oh no....Sorry to hear that ....,-1
 That`s love.,1
" its definitely coming, hope ur ready!",1
i have so much homework  i think i am going to hide in a corner and cry.,-1
Sad that david is leaving tomoro. for a week.,-1
 a pleasure Bojan,1
" That sounds good, too!",1
Humidity is NOT my friend! Just ask my hair,-1
_Advisor haha I`m just going to turn off these things...but then I can`t Tweet from my phone  stupid spammers!,-1
 http://twitpic.com/5ut6j - Poor Thing,-1
"home, don`t feel like going to work tomorrow",-1
Day is going well so far. Meeting until 4 though.,1
 thank u sweetie! Can`t wait to set sail with u next week,1
Listening `Hallelujah` on Youtube. Leonard Cohen wins.  #xfactor,1
"watching FRIENDS reduces stress inside me. Thanks to Bright, Kauffman, and Crane who are created these series  love love love",1
"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",-1
hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,1
Fort Greene Brooklyn Flea was lovely! - looking forward to next weekend already,1
 You`re a good friend Dave.. we can wait!! Hope we dont have to wait too long though,1
 have you seen the game on the website?! awesomness!!! go on msn!,1
" haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",1
  Great! I`m glad you enjoy them  I hope you have a GREAT day,1
 good morning! Got to be afternoon in Germany,1
Getting stressed over a sortie tomorrow. And like I am really really stress..,-1
_Stathamfans1  You sure are dedicated...Gotta love that!!!  Have a great & productive day,1
stuck here  ~*Lady*~,-1
Leme put this bottle of ciroc in ya..Baby i can make you popular!!,1
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it`s plastic face and sides...,-1
in school w. linda doing nothing  ;i miss you,-1
Its weird being at the guy`s house without them here. I don`t like it,-1
Bit disappointed with The Killers On Jonathan Ross  He`s sexy as hell though,-1
"_NZ busy,fun mother`s day thanks  got what I wanted...a Wii Fit!!! Yay",1
"I forgot, Happy Mom`s day.",1
In a really Good mood for absolutely no reason  tee her,1
so far I`ve tried to kill myself TWICE in the 15 mins I`ve been outside by tripping on stupid things.  I knew I should`ve stayed in bed.,-1
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can`t wait,1
 my baby shut me down,-1
ah midday - great time for breakfast,1
 Wish I could go. Gotta work.,1
Spent the last 2 years largely ambivalent about s/w dev practices. Can feel care factor returning. Look out!,-1
I`m back from my first 5K running race   And still alive!,1
 have fun,1
At the wedding reception. Having more fun than I thought,1
"Just noticed the new sidebar on twitter.com, looks nice",1
Good morning my fellow tweeters,1
 you know I love you.,1
I`m feeling higher than Mt Everest,1
Everyone is working tonight! I`m bored,-1
Oh joy its gong to be a long weekebd... Yipee :*ÃÂÃÂ¡,1
" Hey!  It`s easy...Just type what you`re doing!  Just like facebook, but much simpler.  Have a good day!",1
Wondering how come mcdonalds take so long to deliver my food.,-1
" lmao...thats sad, kinda discourages me 4rom goin if the **** wack",-1
3oh!3 on the radio  they were amazing yesterday.,1
Im mad cuz i cant get any picture to work.,-1
 this is the worst,-1
my shoes hurt my feet,-1
It`s a beautiful nice day and I`m stuck inside!,1
  you disappointed me,-1
 Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,1
 thanks anyway,1
"browsin thru the videos in my multiply and i saw the video u sang with my bf. i miss you, N. we all miss you. pls come back wherever u r.",-1
 aww that sounds sad,-1
Car shopping with kacy yay,1
my dad and i totally just rocked out to the offspring-pretty fly for a white guy. haha.,1
Arg Exile still has that problem with Alt-Tabbing,-1
_**** R.I.P curls,-1
 A pretty black top with flowers in pink hues,1
 dr hook  awesome,1
 I know! I miss her...,-1
I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.,-1
you can see the coffee table again!! ...so when r u cominging  over 2 insult me into cleaning the rest of the house?,-1
" I`m mo nudge you again, better watch out!",-1
HOW COME ITS SO HARD TO FIND A GUY WITH THE SAME PASSION FOR LOVE AS FOR A WOMAN?? AM I EVER GOING TO SEE THE DAY! IM lonely yall!,-1
 URGHHHHHHHHHH your makeing me cry,-1
_marie:my heart goes out to you,-1
_Inc Sounds good. I still like Fridays although it means for me that I have to go to work tomarrow,1
Now have windows 7 up and running....very very happy  it`s got sum wicked new features http://bit.ly/jyWnz,1
I need a break! I NEED KITKAT! haha!,1
 oh that totally works too,1
PSA::::: Being that I`ve been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.,-1
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",-1
" so did you watch?  I`d forgottenmost of it, enjoyed re-seeing it, but paying for it today, my face doesnt bounce back anymore",1
excited about this week! trying to have a productive monday. trying. hard.,1
 You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,1
"omg, did anyone see the wee girl on bgt..!**** sucha shame",-1
hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick),-1
_g1986 a price drop would be nice  I want another one for a backup/blu-ray player.,1
" I`m up wit cha!! Just got home from da reggae club, wishin I was sexin somebody!!!",1
 I like how the binary code under your name says ZirconCode as well. XD It`s looking very nice. Better than before.,1
 LOL! Glad you like it!,1
Ugh our two week push to produce a six pack has produced nothing but pain!,-1
 .. thanks dear.. wish you the best too,1
OMG - Madness Just Came On The Radio,-1
_mommy oh  well i hope she gets better,1
"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",1
_its_sarah Congrats Sarah!!!!! thats awsum,1
"really bored today. just ate a bowl ful of rasberries and grapes, now i`m waiting for my dinner",-1
my it teacher made the lamest joke today about darth vaders birthday cuz it was may 4th. lol i love it. Happy STAR WARS Day everyone!  !!!,1
 Very very very very cool.  http://www.inbflat.net/ More details? How it was made? Please tell,1
 That`s the one. I wish I have a video compilation of `s thrusting,1
 Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,1
my guinea pig died today,-1
My room is too hot to sleep in.,-1
" Possibly, yes.",1
 Hope it went well! Was rooting for you both from the (not so) comfort(able world) of PhD application form-filling-in  ****,1
It`s just a click without subscription needed  Vote for my tweet on http://openzap.com/ (in today best list),1
Goodnight tweeps.,1
" aww, we will miss you.  At least you get to go home right?",-1
 Thanks for adding me,1
can`t wait to watch the next season of heroes,1
"'sometime around midnight' by The Airborne Toxic Event, literally cannot escape it. FML",-1
 I have a bird living with me.  So I have to find other ways to kill these **** things beside the exterminator.   #vegas it sucks,-1
oowww...why do wisdom teeth hurt so much,-1
 airsoft is so much fun! i play with my brothers and it`s a great bonding experience.,1
Just saw half the RRO staff walk by...sadly I didn`t see  or ,-1
Didn`t meet Rosie O Donnell but it was still a fun night,1
 they have nice cakes  why can`t I like them? Haha and you should! That`s sooo gayy though,1
  yay thanku! *hugs*,1
  so what was said??  I`m so bummed I missed it!.  *sigh* I want to go to california,-1
ÃÂ¯ÃÂ¿ÃÂ½ÃÂ¯ÃÂ¿ÃÂ½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,1
" 'We never want to lose the fans that got us here!' Thank you for saying that  Wish you and the others a nice day, greets",1
chillin bored drinking a margarita. txt me,-1
"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And, I can`t go.   Everyone else should go though! Tickets on sale Sat.",-1
"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",1
  that`s not good,-1
" Thanks! I love it they have a video, so you don`t need to download if they don`t offer everything you want  Will try!",1
 I just noticed that  They are so ridiculous,-1
i hate it when a website says the ticket prices are on another website and their not,-1
" Yes you are, thanks  Haha you do? Field of flowers don`t exist in Singapore, well not ones that you can frolick in:S",1
munchin BACON BUTTIES! woohoo!!  my faves!!!,1
"no school today, teacher cancelled the lesson  chillin`",1
" My eyes are starting to hurt. So late. But must reach 200 updates due to tweets sent to youuuu! Philippines tour, pleeease?",-1
The best thing I have ever done is carry and birth a child,1
"..my mother just WON the City of Terrell, Texas District 2 `City Council` Seat  ..i`m M.i.A lol HAPPY MOTHERS DAY",1
"its at 3 am, im very tired but i can`t sleep  but i try it",-1
"All alone in this old house again.  Thanks for the net which keeps me alive and kicking! Whoever invented the net, i wanna kiss your hair!",1
 I know what you mean. My little dog is sinking into depression... he wants to move someplace tropical,-1
_sutra what is your next youtube video gonna be about? I love your videos!,1
 http://twitpic.com/4woj2 - omgssh  ang cute ng bby.!,1
